,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4771,4772,The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,0.26,0.11,0,0.04,0.41
4784,4785,Beowulf: The Game,X360,2007,Action,Ubisoft,0.36,0.01,0,0.03,0.4
4788,4789,Overlord,X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4
4834,4835,NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.1,0,0.03,0.4
4838,4839,Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0,0.04,0.4
4851,4852,Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.32,0.05,0,0.03,0.4
4852,4853,Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.16,0,0.04,0.4
4854,4855,Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.23,0,0.05,0.4
4873,4874,Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,0.17,0.19,0,0.03,0.4
4874,4875,Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
4876,4877,Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0,0.04,0.4
4907,4908,The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0,0.03,0.39
4919,4920,Red Faction: Armageddon,X360,2011,Shooter,THQ,0.18,0.17,0.01,0.04,0.39
4924,4925,EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.18,0.17,0,0.04,0.39
4954,4955,Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.03,0.39
4971,4972,Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
5003,5004,Destiny: The Taken King,X360,2015,Shooter,Activision,0.22,0.12,0,0.03,0.38
5081,5082,Quake 4,X360,2005,Shooter,Activision,0.32,0.03,0,0.03,0.38
5094,5095,Trivial Pursuit,X360,2009,Misc,Electronic Arts,0.12,0.21,0,0.04,0.37
5098,5099,Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.04,0.37
5101,5102,Major League Baseball 2K6,X360,2006,Sports,Spike,0.34,0,0,0.03,0.37
5122,5123,Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
5138,5139,Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.04,0.37
5170,5171,Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36
5183,5184,Metro: Last Light,X360,2013,Action,Deep Silver,0.17,0.16,0,0.03,0.36
5184,5185,Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.13,0,0.03,0.36
5188,5189,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.09,0,0.03,0.36
5189,5190,BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36
5197,5198,Tropico 4,X360,,Strategy,Kalypso Media,0.2,0.13,0,0.03,0.36
5223,5224,Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios,0.27,0.06,0,0.03,0.36
5227,5228,Just Dance 2016,X360,2015,Misc,Ubisoft,0.23,0.1,0,0.03,0.36
5250,5251,EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.23,0.1,0,0.03,0.36
5282,5283,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35
5286,5287,Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.04,0.35
5309,5310,Supreme Commander 2,X360,2010,Strategy,Square Enix,0.23,0.1,0,0.03,0.35
5317,5318,WWE All Stars,X360,2011,Fighting,THQ,0.18,0.14,0,0.03,0.35
5322,5323,MotoGP 08,X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35
5337,5338,Def Jam Icon,X360,2007,Action,Electronic Arts,0.3,0.01,0,0.03,0.35
5349,5350,UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,0.08,0.23,0,0.03,0.35
5365,5366,F.E.A.R.,X360,2006,Shooter,Vivendi Games,0.28,0.03,0,0.03,0.34
5366,5367,Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34
5374,5375,Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0.12,0,0.03,0.34
5384,5385,LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.03,0.34
5385,5386,Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.28,0.03,0,0.03,0.34
5415,5416,Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.21,0,0.04,0.34
5429,5430,Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0.29,0.02,0,0.03,0.34
5436,5437,Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.17,0.14,0,0.03,0.34
5442,5443,Ninja Blade,X360,2009,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33
5445,5446,Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0,0.04,0.33
5449,5450,The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,0.23,0.07,0.01,0.03,0.33
5457,5458,Virtua Tennis 2009,X360,2009,Sports,Sega,0.12,0.18,0,0.03,0.33
5471,5472,Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.02,0,0.03,0.33
5476,5477,Resonance of Fate,X360,2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33
5493,5494,Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.22,0.08,0,0.03,0.33
5512,5513,Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.12,0.01,0.03,0.33
5516,5517,DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0.04,0,0.02,0.33
5524,5525,F1 2013,X360,2013,Racing,Codemasters,0.01,0.28,0,0.03,0.33
5533,5534,The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.2,0.1,0,0.03,0.33
5544,5545,Golden Axe: Beast Rider,X360,2008,Action,Sega,0.19,0.11,0,0.03,0.33
5548,5549,"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,0.14,0.16,0,0.03,0.33
5549,5550,Eternal Sonata,X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.33
5576,5577,Overlord II,X360,2009,Action,Codemasters,0.15,0.14,0,0.03,0.32
5587,5588,Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.03,0.32
5591,5592,NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.3,0,0,0.02,0.32
5592,5593,Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.02,0.32
5599,5600,Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
5608,5609,Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0,0.03,0.32
5609,5610,The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.13,0,0.03,0.32
5610,5611,Prey,X360,2006,Shooter,Take-Two Interactive,0.27,0.03,0,0.03,0.32
5615,5616,Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.02,0,0.03,0.32
5617,5618,Sniper Elite 3,X360,2014,Shooter,505 Games,0.16,0.14,0,0.03,0.32
5624,5625,Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0,0,0.02,0.32
5626,5627,Singularity,X360,,Shooter,Unknown,0.24,0.05,0,0.02,0.32
5627,5628,Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0,0,0.02,0.32
5653,5654,Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.12,0,0.03,0.32
5677,5678,Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0,0.02,0.32
5681,5682,Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.28,0.01,0,0.02,0.32
5686,5687,Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.32
5687,5688,BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.23,0.04,0.02,0.02,0.32
5702,5703,Fuel,X360,2009,Racing,Codemasters,0.09,0.19,0,0.04,0.31
5721,5722,Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31
5741,5742,Dark Void,X360,2010,Action,Capcom,0.19,0.09,0,0.03,0.31
5742,5743,Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31
5762,5763,TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0,0.02,0.31
5777,5778,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0,0,0.02,0.31
5782,5783,Lord of the Rings: Battle for Middle-Earth,X360,2006,Strategy,Electronic Arts,0.28,0,0,0.02,0.31
5822,5823,Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.08,0.07,0.02,0.3
5828,5829,Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.13,0,0.03,0.3
5849,5850,PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.18,0.1,0,0.03,0.3
5850,5851,NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0,0,0.02,0.3
5875,5876,Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3
5891,5892,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.04,0,0.02,0.3
5898,5899,N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios,0.2,0.03,0.05,0.02,0.3
5907,5908,Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.15,0.12,0,0.03,0.3
5911,5912,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.02,0,0.02,0.3
5913,5914,Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3
5928,5929,James Bond 007: Legends,X360,2012,Shooter,Activision,0.13,0.14,0,0.03,0.3
5941,5942,Guitar Hero: Van Halen,X360,2009,Misc,Activision,0.16,0.1,0,0.03,0.3
5942,5943,Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.25,0,0.02,0.02,0.3
5949,5950,FIFA Street 3,X360,2008,Sports,Electronic Arts,0.12,0.14,0,0.03,0.3
5954,5955,Thief (2014),X360,2014,Action,Square Enix,0.14,0.13,0,0.03,0.3
5963,5964,Mini Ninjas,X360,2009,Action,Eidos Interactive,0.12,0.14,0,0.03,0.29
5964,5965,NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29
5968,5969,The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.16,0.1,0,0.03,0.29
5981,5982,Up,X360,2009,Action,THQ,0.2,0.07,0,0.03,0.29
5994,5995,NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02,0.29
6004,6005,Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.25,0.03,0,0.02,0.29
6016,6017,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.11,0,0.03,0.29
6037,6038,Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29
6042,6043,Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.09,0,0.02,0.29
6049,6050,Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,0.1,0.15,0.01,0.03,0.29
6053,6054,Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.13,0,0.03,0.29
6055,6056,GRID 2,X360,2013,Racing,Codemasters,0.08,0.17,0,0.03,0.29
6063,6064,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29
6083,6084,SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0,0.03,0.29
6087,6088,NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29
6104,6105,F1 Race Stars,X360,2012,Racing,Codemasters,0.07,0.18,0,0.03,0.29
6106,6107,Rugby World Cup 2011,X360,2011,Sports,505 Games,0.03,0.21,0,0.04,0.28
6110,6111,DeathSmiles,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28
6122,6123,Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0.1,0,0.03,0.28
6138,6139,Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28
6187,6188,Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.03,0.03,0.02,0.28
6191,6192,Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28
6203,6204,Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0,0.02,0.28
6235,6236,FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0,0.02,0.28
6248,6249,Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.09,0,0.02,0.28
6283,6284,Iron Man 2,X360,2010,Action,Sega,0.15,0.1,0,0.03,0.27
6293,6294,R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.12,0,0.03,0.27
6308,6309,The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27
6313,6314,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.14,0.1,0,0.03,0.27
6315,6316,Gun,X360,,Shooter,Activision,0.24,0.01,0,0.02,0.27
6316,6317,NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.01,0,0.02,0.27
6348,6349,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.11,0,0.03,0.27
6361,6362,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0,0,0.02,0.27
6366,6367,Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.11,0.02,0.02,0.27
6374,6375,Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,0.16,0.08,0,0.02,0.27
6376,6377,Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0,0.03,0.27
6379,6380,Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0,0,0.02,0.27
6383,6384,Wipeout 2,X360,2011,Misc,Activision,0.25,0,0,0.02,0.27
6384,6385,Ratatouille,X360,2007,Action,THQ,0.23,0.02,0,0.02,0.27
6385,6386,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.03,0,0.02,0.27
6395,6396,The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27
6401,6402,Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0,0.02,0.27
6415,6416,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,0.25,0,0,0.02,0.27
6420,6421,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0,0.02,0.27
6436,6437,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.06,0,0.02,0.27
6444,6445,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26
6446,6447,The Crew,X360,2014,Racing,Ubisoft,0.06,0.18,0,0.02,0.26
6448,6449,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,0.21,0.02,0,0.02,0.26
6513,6514,Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0,0,0.02,0.26
6534,6535,Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.07,0,0.02,0.26
6537,6538,The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.14,0,0.02,0.26
6545,6546,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.26
6554,6555,F1 2014,X360,2014,Racing,Codemasters,0.08,0.15,0,0.02,0.26
6557,6558,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26
6562,6563,Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26
6568,6569,Legendary,X360,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26
6573,6574,Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26
6622,6623,NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25
6650,6651,Cars,X360,2006,Racing,THQ,0.22,0.02,0,0.02,0.25
6651,6652,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25
6652,6653,Kung Fu Panda 2,X360,2011,Action,THQ,0.16,0.07,0,0.02,0.25
6655,6656,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25
6659,6660,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25
6669,6670,SpongeBob's Truth or Square (US sales),X360,2009,Action,THQ,0.25,0,0,0,0.25
6672,6673,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25
6675,6676,The Outfit,X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25
6681,6682,MotoGP '07,X360,2007,Racing,THQ,0.23,0,0,0.02,0.25
6684,6685,Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25
6709,6710,Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25
6716,6717,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.25
6723,6724,Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25
6733,6734,Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25
6742,6743,Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,0.14,0.09,0,0.02,0.25
6750,6751,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.06,0.16,0,0.03,0.25
6766,6767,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0,0.03,0.25
6774,6775,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.07,0,0.02,0.24
6791,6792,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02,0.24
6792,6793,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0,0.02,0.24
6797,6798,Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0,0.02,0.24
6802,6803,Cabela's Outdoor Adventures (2009),X360,2009,Sports,Activision Value,0.23,0,0,0.02,0.24
6863,6864,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0,0.02,0.24
6895,6896,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.14,0,0.02,0.24
6896,6897,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02,0.24
6899,6900,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.24
6908,6909,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.03,0,0.02,0.24
6910,6911,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6912,6913,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24
6921,6922,Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0,0.02,0.24
6925,6926,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0,0.02,0.24
6928,6929,Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0,0.02,0.24
6933,6934,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24
6943,6944,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0,0.02,0.24
6944,6945,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0,0.02,0.24
6980,6981,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23
6990,6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0,0.03,0.23
7012,7013,Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0,0,0.02,0.23
7028,7029,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23
7040,7041,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23
7041,7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0,0.02,0.23
7062,7063,Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0,0.02,0.23
7120,7121,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0,0,0.02,0.23
7146,7147,Star Trek: The Game,X360,2013,Action,Namco Bandai Games,0.12,0.09,0,0.02,0.22
7223,7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22
7239,7240,Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22
7241,7242,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22
7245,7246,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0,0.02,0.22
7254,7255,Yoostar2,X360,2011,Misc,Unknown,0.11,0.09,0,0.02,0.22
7264,7265,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22
7265,7266,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22
7300,7301,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0,0.02,0.22
7301,7302,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22
7306,7307,Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22
7339,7340,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21
7341,7342,Big League Sports,X360,2011,Sports,Activision,0.18,0.02,0,0.01,0.21
7349,7350,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02,0.21
7358,7359,The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21
7360,7361,Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.02,0.21
7361,7362,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0,0.02,0.21
7366,7367,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0,0.02,0.21
7375,7376,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0,0.02,0.21
7376,7377,Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0,0.01,0.21
7378,7379,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21
7397,7398,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0,0,0.02,0.21
7419,7420,WipeOut 3 The Game,X360,2012,Action,Activision,0.2,0,0,0.01,0.21
7421,7422,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0,0.01,0.21
7429,7430,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21
7430,7431,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21
7446,7447,StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0,0.01,0.21
7459,7460,Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0,0,0.01,0.21
7461,7462,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.02,0.21
7462,7463,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21
7484,7485,CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0,0.02,0.21
7508,7509,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.2
7518,7519,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.08,0,0.02,0.2
7529,7530,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2
7547,7548,Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2
7550,7551,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0,0.19,0,0.01,0.2
7591,7592,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2
7596,7597,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2
7597,7598,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2
7599,7600,Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2
7602,7603,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2
7659,7660,How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.13,0,0.02,0.2
7665,7666,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0,0.01,0.2
7675,7676,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,0.2
7676,7677,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2
7680,7681,High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2
7703,7704,Conan,X360,2007,Action,THQ,0.16,0.02,0,0.02,0.2
7706,7707,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2
7747,7748,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19
7749,7750,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.02,0.19
7756,7757,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19
7765,7766,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19
7786,7787,Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,0.19
7789,7790,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19
7800,7801,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19
7806,7807,FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0,0.02,0.19
7815,7816,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.01,0.19
7831,7832,Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19
7842,7843,SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0,0.01,0.19
